R,G,B,H,S,L,Brightness,Target
165.0,233.0,226.0,173.82,0.61,0.78,211.87,Good
,13.0,52.0,,,,,
109.0,101.0,126.0,259.2,0.11,0.45,106.24,Good
82.0,91.0,64.0,80.0,0.17,0.3,85.23,Medium
195.0,157.0,53.0,43.94,0.57,0.49,156.51,Medium
217.0,123.0,173.0,328.09,0.55,0.67,156.81,Medium
236.0,186.0,136.0,30.0,0.72,0.73,195.25,Medium
188.0,200.0,49.0,64.77,0.61,0.49,179.2,Medium
14.0,250.0,32.0,124.58,0.96,0.52,154.58,Medium
64.0,210.0,147.0,154.11,0.62,0.54,159.16,Medium
83.0,93.0,246.0,236.32,0.9,0.65,107.45,Good
73.0,176.0,230.0,200.64,0.76,0.59,151.36,Good
237.0,255.0,93.0,66.67,1.0,0.68,231.15,Medium
190.0,35.0,28.0,2.59,0.74,0.43,80.55,Bad
60.0,156.0,84.0,135.0,0.44,0.42,119.09,Medium
173.0,223.0,133.0,93.33,0.58,0.7,197.79,Medium
63.0,62.0,135.0,240.82,0.37,0.39,70.62,Medium
84.0,169.0,83.0,119.3,0.34,0.49,133.78,Medium
190.0,201.0,218.0,216.43,0.27,0.8,199.65,Good
253.0,35.0,71.0,350.09,0.98,0.56,104.29,Bad
82.0,115.0,182.0,220.2,0.41,0.52,112.77,Good
248.0,164.0,,,,,,
251.0,70.0,174.0,325.52,0.96,0.63,135.97,Medium
90.0,204.0,235.0,192.83,0.78,0.64,173.45,Good
210.0,177.0,109.0,40.4,0.53,0.63,179.11,Medium
141.0,,64.0,,,,,
34.0,185.0,227.0,193.06,0.78,0.51,144.64,Good
253.0,174.0,247.0,304.56,0.95,0.84,205.94,Good
216.0,,153.0,,,,,
68.0,114.0,164.0,211.25,0.41,0.45,105.95,Good
148.0,196.0,6.0,75.16,0.94,0.4,159.99,Medium
52.0,207.0,91.0,135.1,0.62,0.51,147.43,Medium
74.0,69.0,,,,,,
15.0,148.0,98.0,157.44,0.82,0.32,102.53,Medium
,86.0,43.0,,,,,
41.0,197.0,,,,,,
208.0,,146.0,,,,,
248.0,107.0,176.0,330.64,0.91,0.7,157.03,Bad
172.0,216.0,167.0,113.88,0.39,0.75,197.26,Medium
188.0,216.0,156.0,88.0,0.43,0.73,200.79,Medium
175.0,141.0,117.0,24.83,0.27,0.57,148.43,Bad
66.0,136.0,244.0,216.4,0.89,0.61,127.38,Good
170.0,195.0,7.0,67.98,0.93,0.4,166.09,Medium
68.0,58.0,8.0,50.0,0.79,0.15,55.29,Medium
48.0,181.0,29.0,112.5,0.72,0.41,123.91,Medium
,60.0,148.0,,,,,
139.0,,102.0,,,,,
76.0,75.0,133.0,241.03,0.28,0.41,81.91,Good
149.0,189.0,6.0,73.11,0.94,0.38,156.18,Medium
139.0,75.0,150.0,291.2,0.33,0.44,102.69,Good
0.0,38.0,171.0,226.67,1.0,0.34,41.8,Medium
,169.0,86.0,,,,,
196.0,,166.0,,,,,
140.0,142.0,148.0,225.0,0.04,0.56,142.09,Good
247.0,221.0,92.0,49.94,0.91,0.66,214.07,Medium
146.0,179.0,11.0,71.79,0.88,0.37,149.98,Medium
218.0,207.0,211.0,338.18,0.13,0.83,210.74,Good
229.0,137.0,60.0,27.34,0.76,0.57,155.73,Bad
210.0,137.0,101.0,19.82,0.55,0.61,154.72,Bad
106.0,207.0,189.0,169.31,0.51,0.61,174.75,Medium
250.0,202.0,69.0,44.09,0.95,0.63,201.19,Medium
237.0,245.0,,,,,,
76.0,,214.0,,,,,
204.0,219.0,,,,,,
167.0,212.0,161.0,112.94,0.37,0.73,192.73,Medium
95.0,174.0,201.0,195.28,0.5,0.58,153.46,Good
188.0,90.0,81.0,5.05,0.44,0.53,118.28,Bad
59.0,64.0,214.0,238.06,0.65,0.54,79.6,Good
167.0,102.0,51.0,26.38,0.53,0.43,115.62,Bad
73.0,242.0,2.0,102.25,0.98,0.48,164.11,Medium
182.0,58.0,18.0,14.63,0.82,0.39,90.52,Bad
251.0,50.0,81.0,350.75,0.96,0.59,113.63,Bad
58.0,225.0,94.0,132.93,0.74,0.55,160.13,Medium
70.0,70.0,63.0,60.0,0.05,0.26,69.2,Medium
98.0,56.0,123.0,277.61,0.37,0.35,76.2,Medium
136.0,126.0,78.0,49.66,0.27,0.42,123.52,Medium
112.0,255.0,166.0,142.66,1.0,0.72,202.1,Medium
59.0,229.0,131.0,145.41,0.77,0.56,167.0,Medium
175.0,204.0,53.0,71.52,0.6,0.5,178.11,Medium
186.0,99.0,44.0,23.24,0.62,0.45,118.74,Bad
38.0,128.0,65.0,138.0,0.54,0.33,93.91,Medium
217.0,184.0,16.0,50.15,0.86,0.46,174.72,Medium
222.0,148.0,106.0,21.72,0.64,0.64,165.34,Bad
55.0,92.0,11.0,87.41,0.79,0.2,71.7,Medium
255.0,31.0,210.0,312.05,1.0,0.56,118.38,Medium
92.0,86.0,39.0,53.21,0.4,0.26,82.44,Medium
231.0,251.0,130.0,69.92,0.94,0.75,231.23,Medium
206.0,83.0,118.0,342.93,0.56,0.57,123.77,Bad
5.0,135.0,14.0,124.15,0.93,0.27,82.34,Medium
0.0,32.0,127.0,224.88,1.0,0.25,33.26,Medium
,49.0,237.0,,,,,
165.0,151.0,64.0,51.68,0.44,0.45,145.27,Medium
129.0,42.0,73.0,338.62,0.51,0.34,71.55,Bad
239.0,227.0,213.0,32.31,0.45,0.89,228.99,Good
,184.0,230.0,,,,,
112.0,234.0,239.0,182.36,0.8,0.69,198.09,Good
211.0,217.0,143.0,64.86,0.49,0.71,206.77,Medium
76.0,201.0,157.0,158.88,0.54,0.54,158.61,Medium
196.0,107.0,81.0,13.57,0.49,0.54,130.65,Bad
0.0,140.0,141.0,180.43,1.0,0.28,98.25,Medium
102.0,92.0,98.0,324.0,0.05,0.38,95.67,Medium
154.0,45.0,2.0,16.97,0.97,0.31,72.69,Bad
104.0,249.0,186.0,153.93,0.92,0.69,198.46,Medium
157.0,6.0,189.0,289.51,0.94,0.38,72.01,Medium
18.0,26.0,209.0,237.49,0.84,0.45,44.47,Good
83.0,149.0,233.0,213.6,0.77,0.62,138.84,Good
110.0,88.0,156.0,259.41,0.28,0.48,102.33,Good
59.0,2.0,153.0,262.65,0.97,0.3,36.26,Medium
107.0,177.0,52.0,93.6,0.55,0.45,141.82,Medium
71.0,103.0,194.0,224.39,0.5,0.52,103.81,Good
218.0,113.0,102.0,5.69,0.61,0.63,143.14,Bad
40.0,68.0,224.0,230.87,0.75,0.52,77.41,Good
129.0,194.0,227.0,200.2,0.64,0.7,178.33,Good
182.0,49.0,68.0,351.43,0.58,0.45,90.93,Bad
53.0,20.0,64.0,285.0,0.52,0.16,34.88,Medium
19.0,224.0,228.0,181.15,0.85,0.48,163.16,Good
66.0,122.0,119.0,176.79,0.3,0.37,104.91,Medium
114.0,116.0,39.0,61.56,0.5,0.3,106.62,Medium
112.0,25.0,167.0,276.76,0.74,0.38,67.2,Medium
12.0,86.0,4.0,114.15,0.91,0.18,54.53,Medium
243.0,195.0,81.0,42.22,0.87,0.64,196.36,Medium
216.0,99.0,204.0,306.15,0.6,0.62,145.95,Medium
64.0,219.0,81.0,126.58,0.68,0.55,156.92,Medium
187.0,6.0,70.0,338.78,0.94,0.38,67.41,Bad
61.0,,1.0,,,,,
51.0,158.0,119.0,158.13,0.51,0.41,121.56,Medium
163.0,78.0,19.0,24.58,0.79,0.36,96.69,Bad
88.0,60.0,253.0,248.7,0.98,0.61,90.37,Good
111.0,110.0,51.0,59.0,0.37,0.32,103.57,Medium
112.0,204.0,221.0,189.36,0.62,0.65,178.43,Good
201.0,56.0,59.0,358.76,0.57,0.5,99.7,Bad
25.0,119.0,204.0,208.49,0.78,0.45,100.58,Good
136.0,121.0,194.0,252.33,0.37,0.62,133.81,Good
3.0,116.0,234.0,210.65,0.97,0.46,95.67,Good
153.0,213.0,91.0,89.51,0.59,0.6,181.15,Medium
38.0,153.0,55.0,128.87,0.6,0.37,107.44,Medium
55.0,46.0,12.0,47.44,0.64,0.13,44.82,Bad
39.0,191.0,210.0,186.67,0.69,0.49,147.72,Good
116.0,136.0,74.0,79.35,0.3,0.41,122.95,Medium
55.0,,53.0,,,,,
232.0,8.0,183.0,313.12,0.93,0.47,94.93,Medium
,90.0,72.0,,,,,
47.0,161.0,181.0,188.96,0.59,0.45,129.19,Good
124.0,197.0,64.0,92.93,0.53,0.51,160.01,Medium
189.0,181.0,79.0,55.64,0.45,0.53,171.76,Medium
31.0,6.0,134.0,251.72,0.91,0.27,28.07,Medium
110.0,17.0,137.0,286.5,0.78,0.3,58.49,Medium
25.0,195.0,5.0,113.68,0.95,0.39,122.51,Medium
166.0,142.0,124.0,25.71,0.19,0.57,147.12,Bad
144.0,240.0,127.0,110.97,0.79,0.72,198.41,Medium
158.0,101.0,10.0,36.89,0.88,0.33,107.67,Medium
81.0,37.0,236.0,253.27,0.84,0.54,72.84,Good
41.0,183.0,178.0,177.89,0.63,0.44,139.97,Medium
234.0,197.0,221.0,321.08,0.47,0.85,210.8,Good
49.0,92.0,,,,,,
214.0,205.0,24.0,57.16,0.8,0.47,187.06,Medium
159.0,60.0,197.0,283.36,0.54,0.5,105.22,Good
30.0,61.0,104.0,214.86,0.55,0.26,56.63,Medium
220.0,,226.0,,,,,
175.0,31.0,182.0,297.22,0.71,0.42,91.27,Good
136.0,191.0,248.0,210.54,0.89,0.75,181.05,Good
28.0,168.0,84.0,144.0,0.71,0.38,116.56,Medium
177.0,228.0,177.0,120.0,0.49,0.79,206.94,Good
45.0,190.0,,,,,,
29.0,89.0,112.0,196.63,0.59,0.28,73.68,Medium
72.0,151.0,139.0,170.89,0.35,0.44,126.01,Medium
192.0,172.0,27.0,52.73,0.75,0.43,161.45,Medium
166.0,176.0,133.0,73.95,0.21,0.61,168.11,Medium
240.0,99.0,246.0,297.55,0.89,0.68,157.92,Good
250.0,205.0,21.0,48.21,0.96,0.53,197.48,Medium
154.0,6.0,148.0,302.43,0.92,0.31,66.44,Medium
195.0,93.0,,,,,,
161.0,3.0,107.0,320.51,0.96,0.32,62.1,Medium
123.0,100.0,222.0,251.31,0.65,0.63,120.78,Good
200.0,193.0,,,,,,
34.0,76.0,146.0,217.5,0.62,0.35,71.42,Medium
65.0,211.0,51.0,114.75,0.65,0.51,149.11,Medium
164.0,136.0,158.0,312.86,0.13,0.59,146.88,Medium
,,,,,,,
65.0,170.0,214.0,197.72,0.65,0.55,143.62,Good
,155.0,206.0,,,,,
227.0,,252.0,,,,,
57.0,232.0,144.0,149.83,0.79,0.57,169.64,Medium
239.0,57.0,217.0,307.25,0.85,0.58,129.66,Medium
166.0,,126.0,,,,,
240.0,192.0,49.0,44.92,0.86,0.57,190.05,Medium
13.0,75.0,52.0,157.74,0.7,0.17,53.84,Medium
91.0,235.0,1.0,96.92,0.99,0.46,165.27,Medium
92.0,226.0,97.0,122.24,0.7,0.62,171.23,Medium
185.0,193.0,134.0,68.14,0.32,0.64,183.88,Medium
141.0,126.0,144.0,290.0,0.07,0.53,132.54,Good
150.0,209.0,194.0,164.75,0.39,0.7,189.65,Medium
185.0,142.0,85.0,34.2,0.42,0.53,148.36,Medium
56.0,253.0,122.0,140.1,0.98,0.61,179.16,Medium
134.0,113.0,70.0,40.31,0.31,0.4,114.38,Medium
206.0,21.0,234.0,292.11,0.84,0.5,100.6,Good
215.0,2.0,7.0,358.59,0.98,0.43,66.26,Bad
187.0,55.0,225.0,286.59,0.74,0.55,113.85,Good
231.0,14.0,202.0,308.02,0.89,0.48,100.32,Medium
72.0,141.0,49.0,105.0,0.48,0.37,109.88,Medium
,156.0,53.0,,,,,
,76.0,139.0,,,,,
164.0,35.0,53.0,351.63,0.65,0.39,75.62,Bad
205.0,100.0,18.0,26.31,0.84,0.44,122.05,Bad
110.0,172.0,23.0,84.97,0.76,0.38,136.48,Medium
87.0,161.0,101.0,131.35,0.3,0.49,132.03,Medium
25.0,72.0,50.0,151.91,0.48,0.19,55.44,Medium
20.0,15.0,7.0,36.92,0.48,0.05,15.58,Bad
48.0,91.0,70.0,150.7,0.31,0.27,75.75,Medium
152.0,130.0,159.0,285.52,0.13,0.57,139.88,Good
55.0,244.0,133.0,144.76,0.9,0.59,174.83,Medium
187.0,112.0,201.0,290.56,0.45,0.61,144.57,Good
,23.0,137.0,,,,,
68.0,,121.0,,,,,
133.0,134.0,90.0,61.36,0.2,0.44,128.69,Medium
159.0,68.0,163.0,297.47,0.41,0.45,106.04,Good
119.0,52.0,101.0,316.12,0.39,0.34,77.62,Medium
60.0,55.0,67.0,265.0,0.1,0.24,57.86,Medium
254.0,196.0,49.0,43.02,0.99,0.59,196.58,Medium
202.0,151.0,67.0,37.33,0.56,0.53,156.67,Medium
39.0,205.0,82.0,135.54,0.68,0.48,141.34,Medium
30.0,61.0,148.0,224.24,0.66,0.35,61.65,Medium
143.0,30.0,194.0,281.34,0.73,0.44,82.48,Good
62.0,126.0,107.0,162.19,0.34,0.37,104.7,Medium
73.0,160.0,162.0,181.35,0.38,0.46,134.21,Good
207.0,216.0,,,,,,
20.0,87.0,96.0,187.11,0.66,0.23,67.99,Medium
189.0,88.0,134.0,332.67,0.43,0.54,123.44,Bad
69.0,226.0,149.0,150.57,0.73,0.58,170.28,Medium
221.0,237.0,144.0,70.32,0.72,0.75,221.61,Medium
153.0,91.0,34.0,28.74,0.64,0.37,103.04,Bad
70.0,80.0,195.0,235.2,0.51,0.52,90.12,Good
12.0,,108.0,,,,,
241.0,229.0,70.0,55.79,0.86,0.61,214.46,Medium
224.0,100.0,128.0,346.45,0.67,0.64,140.27,Bad
58.0,162.0,99.0,143.65,0.47,0.43,123.72,Medium
138.0,214.0,174.0,148.42,0.48,0.69,186.72,Medium
77.0,215.0,190.0,169.13,0.63,0.57,170.89,Medium
89.0,66.0,93.0,291.11,0.17,0.31,75.95,Medium
182.0,199.0,23.0,65.8,0.79,0.44,173.85,Medium
42.0,105.0,77.0,153.33,0.43,0.29,82.97,Medium
40.0,162.0,143.0,170.66,0.6,0.4,123.36,Medium
190.0,114.0,121.0,354.47,0.37,0.6,137.52,Bad
182.0,,253.0,,,,,
62.0,21.0,181.0,255.38,0.79,0.4,51.5,Medium
10.0,38.0,27.0,156.43,0.58,0.09,28.37,Bad
13.0,245.0,141.0,153.1,0.92,0.51,163.78,Medium
193.0,120.0,160.0,327.12,0.37,0.61,146.39,Medium
166.0,252.0,205.0,147.21,0.93,0.82,220.93,Good
226.0,118.0,84.0,14.37,0.71,0.61,146.42,Bad
201.0,41.0,20.0,6.96,0.82,0.43,86.45,Bad
110.0,39.0,95.0,312.68,0.48,0.29,66.61,Medium
106.0,79.0,254.0,249.26,0.99,0.65,107.02,Good
43.0,200.0,90.0,137.96,0.65,0.48,140.52,Medium
183.0,116.0,,,,,,
156.0,129.0,171.0,278.57,0.2,0.59,141.86,Good
13.0,180.0,117.0,157.37,0.87,0.38,122.88,Medium
55.0,142.0,4.0,97.83,0.95,0.29,100.26,Medium
189.0,31.0,113.0,328.86,0.72,0.43,87.59,Medium
177.0,30.0,,,,,,
60.0,220.0,102.0,135.75,0.7,0.55,158.71,Medium
136.0,75.0,176.0,276.24,0.4,0.49,104.75,Good
147.0,135.0,,,,,,
24.0,59.0,57.0,176.57,0.42,0.16,48.31,Medium
130.0,179.0,105.0,99.73,0.33,0.56,155.91,Medium
75.0,126.0,215.0,218.14,0.64,0.57,120.9,Good
174.0,49.0,250.0,277.31,0.95,0.59,109.29,Good
,237.0,27.0,,,,,
54.0,192.0,246.0,196.88,0.91,0.59,156.89,Good
,82.0,111.0,,,,,
135.0,228.0,21.0,86.96,0.83,0.49,176.59,Medium
213.0,82.0,0.0,23.1,1.0,0.42,111.82,Bad
170.0,37.0,137.0,314.89,0.64,0.41,88.17,Medium
,234.0,49.0,,,,,
170.0,53.0,7.0,16.93,0.92,0.35,82.74,Bad
,53.0,176.0,,,,,
153.0,122.0,120.0,3.64,0.14,0.54,131.04,Bad
61.0,113.0,132.0,196.06,0.37,0.38,99.62,Medium
18.0,221.0,9.0,117.45,0.92,0.45,136.14,Medium
96.0,18.0,74.0,316.92,0.68,0.22,47.71,Medium
83.0,128.0,159.0,204.47,0.31,0.47,118.08,Good
232.0,48.0,21.0,7.68,0.83,0.5,99.94,Bad
51.0,,88.0,,,,,
232.0,120.0,114.0,3.05,0.72,0.68,152.8,Bad
132.0,238.0,131.0,119.44,0.76,0.72,194.11,Medium
250.0,208.0,101.0,43.09,0.94,0.69,208.36,Medium
108.0,94.0,236.0,245.92,0.79,0.65,114.37,Good
197.0,184.0,166.0,34.84,0.21,0.71,185.84,Medium
176.0,152.0,36.0,49.71,0.66,0.42,145.95,Medium
64.0,187.0,196.0,184.09,0.53,0.51,151.25,Good
139.0,39.0,249.0,268.57,0.95,0.56,92.84,Good
197.0,183.0,217.0,264.71,0.31,0.78,191.06,Good
81.0,97.0,234.0,233.73,0.78,0.62,107.83,Good
177.0,211.0,2.0,69.76,0.98,0.42,177.01,Medium
180.0,61.0,44.0,7.5,0.61,0.44,94.64,Bad
164.0,7.0,237.0,280.96,0.94,0.48,80.16,Good
171.0,52.0,3.0,17.5,0.97,0.34,81.99,Bad
186.0,129.0,152.0,335.79,0.29,0.62,148.66,Bad
167.0,213.0,131.0,93.66,0.49,0.67,189.9,Medium
229.0,,226.0,,,,,
58.0,147.0,110.0,155.06,0.43,0.4,116.17,Medium
180.0,200.0,53.0,68.16,0.58,0.5,177.26,Medium
58.0,111.0,193.0,216.44,0.54,0.49,104.5,Good
164.0,160.0,44.0,58.0,0.58,0.41,147.97,Medium
24.0,107.0,184.0,208.88,0.77,0.41,90.96,Good
104.0,253.0,178.0,149.8,0.97,0.7,199.9,Medium
212.0,244.0,186.0,93.1,0.73,0.84,227.82,Good
74.0,,218.0,,,,,
160.0,56.0,204.0,282.16,0.59,0.51,103.97,Good
255.0,136.0,31.0,28.12,1.0,0.56,159.61,Bad
154.0,178.0,200.0,208.7,0.29,0.69,173.33,Good
30.0,232.0,21.0,117.44,0.83,0.5,147.55,Medium
,230.0,6.0,,,,,
196.0,,,,,,,
214.0,226.0,62.0,64.39,0.74,0.56,203.72,Medium
218.0,176.0,30.0,46.6,0.76,0.49,171.91,Medium
202.0,5.0,87.0,335.03,0.95,0.41,73.25,Bad
146.0,79.0,12.0,30.0,0.85,0.31,91.39,Medium
163.0,181.0,7.0,66.21,0.93,0.37,155.78,Medium
221.0,16.0,52.0,349.46,0.86,0.46,81.4,Bad
170.0,64.0,179.0,295.3,0.47,0.48,108.8,Good
150.0,238.0,42.0,86.94,0.85,0.55,189.34,Medium
196.0,,15.0,,,,,
207.0,99.0,157.0,327.78,0.53,0.6,137.9,Medium
224.0,79.0,,,,,,
118.0,162.0,8.0,77.14,0.91,0.33,131.29,Medium
216.0,97.0,113.0,351.93,0.6,0.61,134.41,Bad
9.0,135.0,207.0,201.82,0.92,0.42,105.53,Good
89.0,215.0,76.0,114.39,0.63,0.57,161.48,Medium
43.0,71.0,78.0,192.0,0.29,0.24,63.43,Medium
24.0,33.0,141.0,235.38,0.71,0.32,42.62,Medium
65.0,7.0,73.0,292.73,0.82,0.16,31.87,Medium
166.0,241.0,71.0,86.47,0.86,0.61,199.19,Medium
47.0,38.0,,,,,,
173.0,74.0,224.0,279.6,0.71,0.58,120.7,Good
211.0,39.0,207.0,301.4,0.69,0.49,109.58,Medium
24.0,79.0,147.0,213.17,0.72,0.34,70.31,Medium
17.0,193.0,61.0,135.0,0.84,0.41,125.33,Medium
93.0,121.0,104.0,143.57,0.13,0.42,110.69,Medium
40.0,231.0,218.0,175.92,0.8,0.53,172.41,Medium
55.0,221.0,245.0,187.58,0.9,0.59,174.1,Good
8.0,235.0,228.0,178.15,0.93,0.48,166.33,Medium
21.0,,255.0,,,,,
31.0,33.0,89.0,237.93,0.48,0.24,38.79,Medium
20.0,61.0,,,,,,
11.0,25.0,242.0,236.36,0.91,0.5,45.55,Good
184.0,243.0,9.0,75.13,0.93,0.49,198.68,Medium
67.0,161.0,141.0,167.23,0.41,0.45,130.61,Medium
17.0,174.0,5.0,115.74,0.94,0.35,107.79,Medium
13.0,224.0,15.0,120.57,0.89,0.46,137.09,Medium
185.0,119.0,138.0,342.73,0.32,0.6,140.9,Bad
136.0,128.0,165.0,252.97,0.17,0.57,134.61,Good
31.0,36.0,98.0,235.52,0.52,0.25,41.57,Medium
161.0,147.0,55.0,52.08,0.49,0.42,140.7,Medium
147.0,162.0,173.0,205.38,0.14,0.63,158.77,Good
99.0,228.0,249.0,188.4,0.93,0.68,191.82,Good
234.0,165.0,45.0,38.1,0.82,0.55,171.95,Medium
236.0,1.0,2.0,359.74,0.99,0.46,71.38,Bad
145.0,218.0,175.0,144.66,0.5,0.71,191.27,Medium
73.0,245.0,61.0,116.09,0.9,0.6,172.6,Medium
136.0,125.0,176.0,252.94,0.24,0.59,134.1,Good
93.0,188.0,162.0,163.58,0.41,0.55,156.63,Medium
178.0,146.0,236.0,261.33,0.7,0.75,165.83,Good
140.0,79.0,83.0,356.07,0.28,0.43,97.7,Bad
97.0,155.0,225.0,212.81,0.68,0.63,145.64,Good
206.0,140.0,108.0,19.59,0.5,0.62,156.09,Bad
168.0,206.0,96.0,80.73,0.53,0.59,182.1,Medium
243.0,,114.0,,,,,
208.0,49.0,251.0,287.23,0.96,0.59,119.57,Good
64.0,65.0,252.0,239.68,0.97,0.62,86.02,Good
144.0,170.0,145.0,122.31,0.13,0.62,159.38,Medium
174.0,8.0,,,,,,
,114.0,99.0,,,,,
20.0,222.0,69.0,134.55,0.83,0.47,144.16,Medium
130.0,42.0,242.0,266.4,0.88,0.56,91.11,Good
220.0,41.0,232.0,296.23,0.81,0.54,116.3,Good
55.0,87.0,222.0,228.5,0.72,0.54,92.82,Good
106.0,153.0,181.0,202.4,0.34,0.56,142.14,Good
230.0,192.0,134.0,36.25,0.66,0.71,196.75,Medium
245.0,183.0,185.0,358.06,0.76,0.84,201.77,Good
190.0,81.0,94.0,352.84,0.46,0.53,115.07,Bad
198.0,98.0,186.0,307.2,0.47,0.58,137.93,Medium
229.0,173.0,,,,,,
3.0,203.0,80.0,143.1,0.97,0.4,129.18,Medium
9.0,49.0,231.0,229.19,0.93,0.47,57.79,Good
60.0,111.0,81.0,144.71,0.3,0.34,92.33,Medium
27.0,10.0,64.0,258.89,0.73,0.15,21.24,Medium
,201.0,44.0,,,,,
117.0,181.0,172.0,171.56,0.3,0.58,160.84,Medium
7.0,225.0,,,,,,
26.0,17.0,170.0,243.53,0.82,0.37,37.13,Medium
104.0,29.0,5.0,14.55,0.91,0.21,48.69,Bad
167.0,102.0,68.0,20.61,0.42,0.46,117.56,Bad
76.0,45.0,161.0,256.03,0.56,0.4,67.49,Medium
213.0,,53.0,,,,,
245.0,64.0,60.0,1.3,0.9,0.6,117.66,Bad
158.0,42.0,88.0,336.21,0.58,0.39,81.93,Bad
24.0,76.0,78.0,182.22,0.53,0.2,60.68,Medium
96.0,89.0,2.0,55.53,0.96,0.19,81.17,Medium
150.0,226.0,90.0,93.53,0.7,0.62,187.77,Medium
21.0,113.0,21.0,120.0,0.69,0.26,75.0,Medium
1.0,136.0,145.0,183.75,0.99,0.29,96.66,Medium
219.0,31.0,19.0,3.6,0.84,0.47,85.84,Bad
196.0,105.0,222.0,286.67,0.64,0.64,145.55,Good
104.0,66.0,250.0,252.39,0.95,0.62,98.34,Good
93.0,,57.0,,,,,
248.0,192.0,196.0,355.71,0.8,0.86,209.2,Good
165.0,161.0,169.0,270.0,0.04,0.65,163.11,Good
46.0,183.0,190.0,182.92,0.61,0.46,142.84,Good
57.0,57.0,217.0,240.0,0.68,0.54,75.24,Good
251.0,224.0,76.0,50.74,0.96,0.64,215.2,Medium
164.0,85.0,174.0,293.26,0.35,0.51,118.77,Good
68.0,61.0,132.0,245.92,0.37,0.38,71.19,Medium
,29.0,66.0,,,,,
42.0,64.0,89.0,211.91,0.36,0.26,60.27,Medium
34.0,75.0,89.0,195.27,0.45,0.24,64.34,Medium
,123.0,251.0,,,,,
97.0,179.0,16.0,90.18,0.84,0.38,135.9,Medium
61.0,22.0,198.0,253.3,0.8,0.43,53.72,Good
202.0,226.0,112.0,72.63,0.66,0.66,205.83,Medium
206.0,246.0,34.0,71.32,0.92,0.55,209.87,Medium
168.0,119.0,,,,,,
182.0,238.0,49.0,77.78,0.85,0.56,199.71,Medium
133.0,45.0,98.0,323.86,0.49,0.35,77.35,Medium
238.0,132.0,130.0,1.11,0.76,0.72,163.47,Bad
243.0,167.0,195.0,337.89,0.76,0.8,192.92,Good
84.0,219.0,75.0,116.25,0.67,0.58,162.22,Medium
43.0,96.0,64.0,143.77,0.38,0.27,76.51,Medium
181.0,226.0,24.0,73.37,0.81,0.49,189.52,Medium
,116.0,222.0,,,,,
180.0,90.0,144.0,324.0,0.38,0.53,123.07,Medium
31.0,138.0,79.0,146.92,0.63,0.33,99.28,Medium
211.0,5.0,24.0,354.47,0.95,0.42,68.76,Bad
208.0,182.0,26.0,51.43,0.78,0.46,171.99,Medium
50.0,117.0,109.0,172.84,0.4,0.33,96.06,Medium
197.0,163.0,141.0,23.57,0.33,0.66,170.66,Bad
12.0,196.0,93.0,146.41,0.88,0.41,129.24,Medium
96.0,46.0,11.0,24.71,0.79,0.21,56.96,Bad
212.0,10.0,165.0,313.96,0.91,0.44,88.07,Medium
224.0,104.0,255.0,287.68,1.0,0.7,157.09,Good
,132.0,249.0,,,,,
127.0,33.0,11.0,11.38,0.84,0.27,58.6,Bad
104.0,221.0,137.0,136.92,0.63,0.64,176.44,Medium
236.0,126.0,21.0,29.3,0.85,0.5,146.92,Bad
41.0,163.0,129.0,163.28,0.6,0.4,122.65,Medium
29.0,20.0,195.0,243.09,0.81,0.42,42.64,Good
,,128.0,,,,,
37.0,231.0,,,,,,
241.0,,123.0,,,,,
254.0,212.0,201.0,12.45,0.96,0.89,223.3,Good
170.0,146.0,62.0,46.67,0.47,0.45,143.6,Medium
105.0,35.0,39.0,356.57,0.5,0.27,56.39,Bad
207.0,31.0,77.0,344.32,0.74,0.47,88.87,Bad
246.0,217.0,91.0,48.77,0.9,0.66,211.31,Medium
103.0,215.0,200.0,171.96,0.58,0.62,179.8,Medium
49.0,172.0,,,,,,
235.0,179.0,67.0,40.0,0.81,0.59,182.98,Medium
70.0,201.0,106.0,136.49,0.55,0.53,151.0,Medium
247.0,78.0,56.0,6.91,0.92,0.59,126.02,Bad
192.0,173.0,87.0,49.14,0.45,0.55,168.88,Medium
122.0,151.0,225.0,223.11,0.63,0.68,150.77,Good
155.0,223.0,113.0,97.09,0.63,0.66,190.13,Medium
87.0,66.0,247.0,246.96,0.92,0.61,92.91,Good
211.0,9.0,194.0,305.05,0.92,0.43,90.49,Medium
29.0,225.0,90.0,138.67,0.77,0.5,151.01,Medium
52.0,246.0,30.0,113.89,0.92,0.54,163.37,Medium
161.0,109.0,186.0,280.52,0.36,0.58,133.33,Good
255.0,183.0,0.0,43.06,1.0,0.5,183.67,Medium
27.0,77.0,56.0,154.8,0.48,0.2,59.66,Medium
112.0,215.0,148.0,140.97,0.56,0.64,176.56,Medium
59.0,30.0,32.0,355.86,0.33,0.17,38.9,Medium
177.0,83.0,74.0,5.24,0.41,0.49,110.08,Bad
148.0,19.0,236.0,275.67,0.85,0.5,82.31,Good
129.0,166.0,175.0,191.74,0.22,0.6,155.96,Good
218.0,30.0,233.0,295.57,0.82,0.52,109.35,Good
238.0,164.0,139.0,15.15,0.74,0.74,183.28,Bad
107.0,245.0,221.0,169.57,0.87,0.69,201.0,Medium
5.0,97.0,,,,,,
197.0,196.0,181.0,56.25,0.12,0.74,194.59,Medium
156.0,,118.0,,,,,
30.0,30.0,44.0,240.0,0.19,0.15,31.6,Medium
