R,G,B,H,S,L,Brightness,Target
156.0,186.0,135.0,95.29,0.27,0.63,171.22,Medium
15.0,56.0,,,,,,
209.0,215.0,223.0,214.29,0.18,0.85,214.12,Good
118.0,27.0,210.0,269.84,0.77,0.46,75.07,Good
121.0,208.0,245.0,197.9,0.86,0.72,186.2,Good
67.0,149.0,23.0,99.05,0.73,0.34,110.12,Medium
165.0,244.0,25.0,81.64,0.91,0.53,195.41,Medium
91.0,94.0,143.0,236.54,0.22,0.46,98.69,Good
175.0,180.0,8.0,61.74,0.91,0.37,158.9,Medium
81.0,,90.0,,,,,
,227.0,160.0,,,,,
128.0,87.0,95.0,348.29,0.19,0.42,100.17,Bad
227.0,31.0,55.0,352.65,0.78,0.51,92.34,Bad
65.0,23.0,40.0,335.71,0.48,0.17,37.5,Medium
67.0,,160.0,,,,,
219.0,8.0,117.0,329.0,0.93,0.45,83.51,Medium
55.0,95.0,253.0,227.88,0.98,0.6,101.05,Good
98.0,249.0,,,,,,
32.0,158.0,,,,,,
218.0,69.0,135.0,333.42,0.67,0.56,121.08,Bad
215.0,15.0,103.0,333.6,0.87,0.45,84.83,Bad
42.0,196.0,203.0,182.61,0.66,0.48,150.75,Good
73.0,177.0,106.0,139.04,0.42,0.49,137.81,Medium
203.0,76.0,145.0,327.4,0.55,0.55,121.84,Medium
,10.0,141.0,,,,,
58.0,210.0,58.0,120.0,0.63,0.53,147.22,Medium
177.0,177.0,211.0,240.0,0.28,0.76,180.88,Good
173.0,124.0,190.0,284.55,0.34,0.62,146.17,Good
30.0,248.0,222.0,172.84,0.94,0.55,179.85,Medium
248.0,113.0,,,,,,
80.0,8.0,,,,,,
29.0,24.0,,,,,,
79.0,246.0,67.0,115.98,0.91,0.61,175.66,Medium
167.0,10.0,148.0,307.26,0.89,0.35,72.67,Medium
24.0,86.0,77.0,171.29,0.56,0.22,66.44,Medium
188.0,32.0,46.0,354.62,0.71,0.43,80.24,Bad
59.0,5.0,169.0,259.76,0.94,0.34,39.84,Medium
220.0,106.0,194.0,313.68,0.62,0.64,150.12,Medium
17.0,17.0,59.0,240.0,0.55,0.15,21.79,Medium
199.0,152.0,0.0,45.83,1.0,0.39,148.72,Medium
131.0,148.0,81.0,75.22,0.29,0.45,135.28,Medium
167.0,233.0,27.0,79.22,0.82,0.51,189.78,Medium
208.0,222.0,239.0,212.9,0.49,0.88,219.75,Good
247.0,145.0,31.0,31.67,0.93,0.55,162.5,Medium
210.0,158.0,236.0,280.0,0.67,0.77,182.44,Good
103.0,190.0,255.0,205.66,1.0,0.7,171.4,Good
117.0,167.0,242.0,216.0,0.83,0.7,160.6,Good
91.0,222.0,221.0,179.54,0.66,0.61,182.72,Medium
70.0,236.0,146.0,147.47,0.81,0.6,176.11,Medium
251.0,241.0,171.0,52.5,0.91,0.83,236.01,Good
249.0,76.0,255.0,297.99,1.0,0.65,148.13,Good
168.0,126.0,207.0,271.11,0.46,0.65,147.79,Good
30.0,31.0,91.0,239.02,0.5,0.24,37.54,Medium
149.0,232.0,75.0,91.72,0.77,0.6,189.28,Medium
,182.0,60.0,,,,,
5.0,218.0,158.0,163.1,0.96,0.44,147.47,Medium
164.0,161.0,241.0,242.25,0.74,0.79,171.02,Good
80.0,133.0,226.0,218.22,0.72,0.6,127.75,Good
239.0,247.0,181.0,67.27,0.8,0.84,237.08,Good
252.0,214.0,171.0,31.85,0.93,0.83,220.46,Good
223.0,169.0,61.0,40.0,0.72,0.56,172.83,Medium
220.0,42.0,15.0,7.9,0.87,0.46,92.14,Bad
88.0,82.0,91.0,280.0,0.05,0.34,84.82,Medium
250.0,90.0,203.0,317.62,0.94,0.67,150.72,Medium
153.0,167.0,153.0,120.0,0.07,0.63,161.22,Medium
22.0,244.0,194.0,166.49,0.91,0.52,171.92,Medium
151.0,229.0,104.0,97.44,0.71,0.65,191.43,Medium
158.0,132.0,137.0,348.46,0.12,0.57,140.34,Bad
50.0,73.0,215.0,231.64,0.67,0.52,82.31,Good
152.0,82.0,166.0,290.0,0.34,0.49,112.51,Good
72.0,103.0,80.0,135.48,0.18,0.34,91.11,Medium
182.0,82.0,11.0,24.91,0.89,0.38,103.81,Bad
116.0,43.0,176.0,272.93,0.61,0.43,79.99,Good
241.0,162.0,28.0,37.75,0.88,0.53,170.34,Medium
111.0,177.0,137.0,143.64,0.3,0.56,152.71,Medium
249.0,,,,,,,
123.0,248.0,105.0,112.45,0.91,0.69,194.32,Medium
142.0,228.0,193.0,155.58,0.61,0.73,198.3,Medium
,43.0,165.0,,,,,
147.0,123.0,149.0,295.38,0.11,0.53,133.14,Good
213.0,17.0,241.0,292.5,0.89,0.51,101.14,Good
33.0,199.0,46.0,124.7,0.72,0.45,131.92,Medium
34.0,127.0,174.0,200.14,0.67,0.41,104.55,Good
111.0,241.0,123.0,125.54,0.82,0.69,188.68,Medium
136.0,154.0,51.0,70.49,0.5,0.4,136.88,Medium
1.0,241.0,214.0,173.25,0.99,0.47,166.16,Medium
123.0,7.0,39.0,343.45,0.89,0.25,45.33,Bad
210.0,,50.0,,,,,
239.0,193.0,136.0,33.2,0.76,0.74,200.26,Medium
5.0,81.0,219.0,218.69,0.96,0.44,74.01,Good
171.0,156.0,84.0,49.66,0.34,0.5,152.28,Medium
179.0,88.0,148.0,320.44,0.37,0.52,122.05,Medium
92.0,118.0,92.0,120.0,0.12,0.41,107.26,Medium
3.0,253.0,152.0,155.76,0.98,0.5,166.74,Medium
209.0,244.0,42.0,70.4,0.9,0.56,210.51,Medium
159.0,,231.0,,,,,
116.0,70.0,226.0,257.69,0.73,0.58,101.54,Good
22.0,,240.0,,,,,
136.0,132.0,203.0,243.38,0.41,0.66,141.29,Good
212.0,156.0,72.0,36.0,0.62,0.56,163.17,Medium
214.0,38.0,69.0,349.43,0.7,0.49,94.16,Bad
182.0,57.0,231.0,283.1,0.78,0.56,114.21,Good
42.0,41.0,75.0,241.76,0.29,0.23,45.17,Medium
238.0,76.0,52.0,7.74,0.85,0.57,121.7,Bad
99.0,166.0,122.0,140.6,0.27,0.52,140.95,Medium
102.0,75.0,95.0,315.56,0.15,0.35,85.35,Medium
111.0,241.0,231.0,175.38,0.82,0.69,200.99,Medium
32.0,186.0,36.0,121.56,0.71,0.43,122.85,Medium
41.0,73.0,120.0,215.7,0.49,0.32,68.79,Medium
201.0,23.0,94.0,336.07,0.79,0.44,84.32,Bad
51.0,212.0,102.0,139.01,0.65,0.52,151.32,Medium
46.0,234.0,129.0,146.49,0.82,0.55,165.82,Medium
59.0,184.0,46.0,114.35,0.6,0.45,130.89,Medium
,198.0,87.0,,,,,
192.0,58.0,0.0,18.12,1.0,0.38,91.45,Bad
186.0,155.0,226.0,266.2,0.55,0.75,172.36,Good
237.0,160.0,221.0,312.47,0.68,0.78,189.98,Good
4.0,35.0,245.0,232.28,0.97,0.49,49.67,Good
86.0,57.0,,,,,,
107.0,8.0,190.0,272.64,0.92,0.39,58.35,Medium
29.0,58.0,253.0,232.23,0.98,0.55,71.56,Good
88.0,166.0,104.0,132.31,0.31,0.5,135.61,Medium
153.0,42.0,128.0,313.51,0.57,0.38,84.99,Medium
,172.0,241.0,,,,,
231.0,122.0,196.0,319.27,0.69,0.69,163.03,Medium
19.0,48.0,235.0,231.94,0.85,0.5,60.65,Good
153.0,55.0,155.0,298.8,0.48,0.41,95.7,Good
127.0,148.0,25.0,70.24,0.71,0.34,127.7,Medium
98.0,108.0,249.0,236.03,0.93,0.68,121.08,Good
35.0,55.0,21.0,95.29,0.45,0.15,45.14,Medium
90.0,61.0,178.0,254.87,0.49,0.47,83.01,Good
141.0,29.0,30.0,359.46,0.66,0.33,62.6,Bad
,139.0,191.0,,,,,
46.0,101.0,,,,,,
220.0,218.0,158.0,58.06,0.47,0.74,211.76,Medium
208.0,139.0,21.0,37.86,0.82,0.45,146.18,Medium
106.0,23.0,159.0,276.62,0.75,0.36,63.32,Medium
58.0,57.0,137.0,240.75,0.41,0.38,66.42,Medium
17.0,132.0,234.0,208.2,0.86,0.49,109.24,Good
98.0,253.0,175.0,149.81,0.97,0.69,197.76,Medium
251.0,169.0,131.0,19.0,0.94,0.75,189.19,Bad
49.0,119.0,149.0,198.0,0.51,0.39,101.49,Medium
14.0,239.0,10.0,118.95,0.92,0.49,145.62,Medium
211.0,156.0,79.0,35.0,0.6,0.57,163.67,Medium
212.0,116.0,141.0,344.38,0.53,0.64,147.55,Bad
194.0,147.0,113.0,25.19,0.4,0.6,157.18,Bad
101.0,15.0,182.0,270.9,0.85,0.39,59.75,Medium
197.0,154.0,169.0,339.07,0.27,0.69,168.57,Bad
79.0,14.0,111.0,280.21,0.78,0.25,44.49,Medium
26.0,7.0,182.0,246.51,0.93,0.37,32.63,Medium
,111.0,171.0,,,,,
73.0,92.0,207.0,231.49,0.58,0.55,99.43,Good
151.0,158.0,253.0,235.88,0.96,0.79,166.74,Good
,144.0,208.0,,,,,
222.0,74.0,89.0,353.92,0.69,0.58,119.96,Bad
170.0,63.0,221.0,280.63,0.7,0.56,113.0,Good
98.0,196.0,160.0,157.96,0.45,0.58,162.59,Medium
19.0,217.0,10.0,117.39,0.91,0.45,134.2,Medium
57.0,175.0,32.0,109.51,0.69,0.41,123.42,Medium
72.0,78.0,80.0,195.0,0.05,0.3,76.43,Medium
117.0,26.0,121.0,297.47,0.65,0.29,64.04,Medium
74.0,157.0,134.0,163.37,0.36,0.45,129.56,Medium
230.0,,208.0,,,,,
107.0,117.0,5.0,65.36,0.92,0.24,101.24,Medium
224.0,37.0,67.0,350.37,0.75,0.51,96.33,Bad
125.0,10.0,19.0,355.3,0.85,0.26,45.41,Bad
217.0,59.0,205.0,304.56,0.68,0.54,122.89,Medium
250.0,53.0,93.0,347.82,0.95,0.59,116.46,Bad
155.0,182.0,164.0,140.0,0.16,0.66,171.87,Medium
235.0,166.0,182.0,346.09,0.63,0.79,188.45,Good
173.0,247.0,203.0,144.32,0.82,0.82,219.86,Good
35.0,26.0,57.0,257.42,0.37,0.16,32.22,Medium
60.0,57.0,128.0,242.54,0.38,0.36,65.99,Medium
83.0,89.0,135.0,233.08,0.24,0.43,92.45,Good
66.0,186.0,82.0,128.0,0.48,0.49,138.26,Medium
76.0,52.0,82.0,288.0,0.22,0.26,62.6,Medium
74.0,205.0,45.0,109.13,0.64,0.49,147.59,Medium
203.0,178.0,101.0,45.29,0.5,0.6,176.7,Medium
70.0,138.0,115.0,159.71,0.33,0.41,115.05,Medium
89.0,148.0,89.0,120.0,0.25,0.46,123.63,Medium
235.0,111.0,250.0,293.53,0.93,0.71,163.92,Good
53.0,226.0,100.0,136.3,0.75,0.55,159.91,Medium
102.0,112.0,142.0,225.0,0.16,0.48,112.43,Good
222.0,240.0,52.0,65.74,0.86,0.57,213.19,Medium
79.0,34.0,28.0,7.06,0.48,0.21,46.77,Bad
100.0,105.0,204.0,237.12,0.5,0.6,114.79,Good
228.0,190.0,40.0,47.87,0.78,0.53,184.26,Medium
57.0,0.0,95.0,276.0,1.0,0.19,27.87,Medium
62.0,181.0,129.0,153.78,0.49,0.48,139.49,Medium
154.0,161.0,46.0,63.65,0.56,0.41,145.8,Medium
9.0,91.0,212.0,215.76,0.92,0.43,80.28,Good
151.0,182.0,195.0,197.73,0.27,0.68,174.21,Good
208.0,178.0,177.0,1.94,0.25,0.75,186.86,Bad
25.0,209.0,70.0,134.67,0.79,0.46,138.14,Medium
254.0,175.0,0.0,41.34,1.0,0.5,178.67,Medium
88.0,166.0,171.0,183.61,0.33,0.51,143.25,Good
122.0,245.0,21.0,92.95,0.92,0.52,182.69,Medium
38.0,200.0,,,,,,
0.0,101.0,178.0,205.96,1.0,0.35,79.58,Medium
92.0,52.0,26.0,23.64,0.56,0.23,61.0,Bad
216.0,,,,,,,
136.0,189.0,11.0,77.87,0.89,0.39,152.86,Medium
126.0,26.0,157.0,285.8,0.72,0.36,70.83,Medium
60.0,106.0,,,,,,
167.0,189.0,232.0,219.69,0.59,0.78,187.32,Good
115.0,204.0,100.0,111.35,0.5,0.6,165.53,Medium
13.0,25.0,139.0,234.29,0.83,0.3,34.41,Medium
112.0,154.0,225.0,217.7,0.65,0.66,149.54,Good
226.0,211.0,237.0,274.62,0.42,0.88,218.45,Good
169.0,29.0,134.0,315.0,0.71,0.39,82.83,Medium
104.0,43.0,205.0,262.59,0.65,0.49,79.71,Good
70.0,118.0,44.0,98.92,0.46,0.32,95.21,Medium
172.0,94.0,198.0,285.0,0.48,0.57,129.18,Good
228.0,234.0,255.0,226.67,1.0,0.95,234.6,Good
192.0,93.0,213.0,289.5,0.59,0.6,136.28,Good
126.0,159.0,25.0,74.78,0.73,0.36,133.86,Medium
170.0,57.0,252.0,274.77,0.97,0.61,113.02,Good
122.0,159.0,29.0,77.08,0.69,0.37,133.12,Medium
99.0,230.0,2.0,94.47,0.98,0.45,164.84,Medium
57.0,14.0,114.0,265.8,0.78,0.25,38.26,Medium
179.0,56.0,240.0,280.11,0.86,0.58,113.75,Good
86.0,241.0,20.0,102.08,0.89,0.51,169.46,Medium
229.0,132.0,221.0,304.95,0.65,0.71,171.15,Medium
236.0,64.0,195.0,314.3,0.82,0.59,130.36,Medium
18.0,49.0,200.0,229.78,0.83,0.43,56.94,Good
61.0,241.0,46.0,115.38,0.87,0.56,164.95,Medium
61.0,181.0,222.0,195.28,0.71,0.55,149.79,Good
42.0,48.0,1.0,67.66,0.96,0.1,40.85,Bad
207.0,125.0,189.0,313.17,0.46,0.65,156.81,Medium
234.0,239.0,182.0,65.26,0.64,0.83,231.01,Good
23.0,49.0,99.0,219.47,0.62,0.24,46.93,Medium
116.0,62.0,69.0,352.22,0.3,0.35,78.94,Bad
6.0,102.0,209.0,211.63,0.94,0.42,85.49,Good
164.0,63.0,17.0,18.78,0.81,0.35,87.95,Bad
149.0,158.0,66.0,65.87,0.41,0.44,144.82,Medium
163.0,185.0,21.0,68.05,0.8,0.4,159.73,Medium
104.0,209.0,22.0,93.69,0.81,0.45,156.29,Medium
186.0,89.0,164.0,313.61,0.41,0.54,126.55,Medium
215.0,173.0,239.0,278.18,0.67,0.81,193.08,Good
44.0,76.0,104.0,208.0,0.41,0.29,69.62,Medium
8.0,110.0,91.0,168.82,0.86,0.23,77.34,Medium
144.0,95.0,158.0,286.67,0.25,0.5,116.83,Good
196.0,,227.0,,,,,
,217.0,88.0,,,,,
74.0,252.0,161.0,149.33,0.97,0.64,188.4,Medium
233.0,67.0,,,,,,
135.0,,117.0,,,,,
88.0,204.0,54.0,106.4,0.6,0.51,152.22,Medium
255.0,184.0,163.0,13.7,1.0,0.82,202.83,Good
193.0,203.0,122.0,67.41,0.44,0.64,190.78,Medium
36.0,175.0,10.0,110.55,0.89,0.36,114.63,Medium
252.0,192.0,91.0,37.64,0.96,0.67,198.43,Medium
71.0,68.0,35.0,55.0,0.34,0.21,65.13,Medium
18.0,75.0,168.0,217.2,0.81,0.36,68.56,Medium
193.0,98.0,185.0,305.05,0.43,0.57,136.32,Medium
147.0,5.0,154.0,297.18,0.94,0.31,64.44,Medium
168.0,28.0,73.0,340.71,0.71,0.38,74.99,Bad
71.0,226.0,44.0,111.1,0.76,0.53,158.91,Medium
18.0,6.0,212.0,243.5,0.94,0.43,33.07,Good
26.0,253.0,113.0,143.0,0.98,0.55,169.17,Medium
196.0,148.0,54.0,39.72,0.57,0.49,151.64,Medium
93.0,94.0,241.0,239.59,0.84,0.65,110.46,Good
189.0,90.0,246.0,278.08,0.9,0.66,137.38,Good
104.0,189.0,52.0,97.23,0.57,0.47,147.97,Medium
168.0,68.0,108.0,336.0,0.42,0.46,102.46,Bad
188.0,99.0,58.0,18.92,0.53,0.48,120.94,Bad
121.0,179.0,239.0,210.51,0.79,0.71,168.5,Good
71.0,113.0,103.0,165.71,0.23,0.36,99.3,Medium
239.0,215.0,24.0,53.3,0.87,0.52,200.4,Medium
17.0,16.0,152.0,240.44,0.81,0.33,31.8,Medium
99.0,224.0,13.0,95.55,0.89,0.46,162.57,Medium
117.0,219.0,,,,,,
189.0,52.0,91.0,342.92,0.57,0.47,97.41,Bad
163.0,171.0,226.0,232.38,0.52,0.76,174.88,Good
72.0,48.0,113.0,262.15,0.4,0.32,62.59,Medium
179.0,,216.0,,,,,
87.0,234.0,248.0,185.22,0.92,0.66,191.64,Good
39.0,212.0,221.0,182.97,0.73,0.51,161.3,Good
63.0,55.0,48.0,28.0,0.14,0.22,56.59,Bad
176.0,44.0,176.0,300.0,0.6,0.43,98.52,Good
232.0,71.0,33.0,11.46,0.81,0.52,114.81,Bad
118.0,255.0,198.0,155.04,1.0,0.73,207.54,Medium
226.0,66.0,186.0,315.0,0.73,0.57,127.52,Medium
72.0,160.0,24.0,98.82,0.74,0.36,118.18,Medium
155.0,228.0,219.0,172.6,0.57,0.75,205.15,Medium
199.0,49.0,62.0,354.8,0.6,0.49,95.33,Bad
52.0,235.0,159.0,155.08,0.82,0.56,171.62,Medium
28.0,209.0,245.0,189.95,0.92,0.54,158.99,Good
230.0,,186.0,,,,,
116.0,148.0,140.0,165.0,0.13,0.52,137.52,Medium
24.0,163.0,137.0,168.78,0.74,0.37,118.47,Medium
239.0,235.0,84.0,58.45,0.83,0.63,218.98,Medium
14.0,25.0,237.0,237.04,0.89,0.49,45.88,Good
42.0,22.0,73.0,263.53,0.54,0.19,33.79,Medium
47.0,241.0,106.0,138.25,0.87,0.56,167.6,Medium
145.0,90.0,220.0,265.38,0.65,0.61,121.27,Good
127.0,,150.0,,,,,
78.0,206.0,106.0,133.12,0.57,0.56,156.33,Medium
250.0,27.0,1.0,6.27,0.99,0.49,90.71,Bad
,244.0,9.0,,,,,
68.0,30.0,163.0,257.14,0.69,0.38,56.52,Medium
121.0,213.0,67.0,97.81,0.63,0.55,168.85,Medium
27.0,189.0,90.0,143.33,0.75,0.42,129.28,Medium
99.0,227.0,220.0,176.72,0.7,0.64,187.93,Medium
202.0,43.0,98.0,339.25,0.65,0.48,96.81,Bad
189.0,123.0,71.0,26.44,0.47,0.51,136.81,Bad
121.0,184.0,178.0,174.29,0.31,0.6,164.48,Medium
210.0,25.0,20.0,1.58,0.83,0.45,79.75,Bad
186.0,144.0,142.0,2.73,0.24,0.64,156.33,Bad
193.0,,143.0,,,,,
95.0,204.0,147.0,148.62,0.52,0.59,164.91,Medium
73.0,103.0,171.0,221.63,0.4,0.48,101.78,Good
199.0,46.0,167.0,312.55,0.62,0.48,105.54,Medium
59.0,230.0,1.0,104.8,0.99,0.45,152.76,Medium
85.0,138.0,187.0,208.82,0.43,0.53,127.74,Good
40.0,182.0,233.0,195.85,0.81,0.54,145.36,Good
189.0,32.0,123.0,325.22,0.71,0.43,89.32,Medium
163.0,48.0,3.0,16.88,0.96,0.33,77.25,Bad
94.0,235.0,170.0,152.34,0.78,0.65,185.43,Medium
45.0,75.0,150.0,222.86,0.54,0.38,74.58,Medium
107.0,7.0,42.0,339.0,0.88,0.22,40.89,Bad
107.0,161.0,84.0,102.08,0.31,0.48,136.08,Medium
122.0,81.0,122.0,300.0,0.2,0.4,97.93,Medium
85.0,158.0,213.0,205.78,0.6,0.58,142.44,Good
29.0,30.0,90.0,239.02,0.51,0.23,36.54,Medium
190.0,78.0,87.0,355.18,0.46,0.53,112.51,Bad
36.0,6.0,232.0,247.96,0.95,0.47,40.73,Good
204.0,96.0,141.0,335.0,0.51,0.59,133.42,Bad
,160.0,46.0,,,,,
160.0,151.0,183.0,256.88,0.18,0.65,157.34,Good
120.0,196.0,129.0,127.11,0.39,0.62,165.64,Medium
185.0,211.0,44.0,69.34,0.65,0.5,184.19,Medium
156.0,183.0,68.0,74.09,0.46,0.49,161.82,Medium
184.0,83.0,206.0,289.27,0.56,0.57,127.22,Good
143.0,29.0,125.0,309.47,0.66,0.34,74.03,Medium
111.0,54.0,38.0,13.15,0.49,0.29,69.22,Bad
229.0,218.0,84.0,55.45,0.74,0.61,206.01,Medium
,,38.0,,,,,
19.0,255.0,159.0,155.59,1.0,0.54,173.49,Medium
107.0,201.0,104.0,118.14,0.47,0.6,161.84,Medium
,188.0,254.0,,,,,
206.0,217.0,99.0,65.59,0.61,0.62,200.26,Medium
80.0,248.0,19.0,104.02,0.94,0.52,171.66,Medium
47.0,44.0,227.0,240.98,0.77,0.53,65.76,Good
50.0,190.0,129.0,153.86,0.58,0.47,141.19,Medium
,19.0,104.0,,,,,
71.0,214.0,44.0,110.47,0.67,0.51,151.86,Medium
37.0,68.0,69.0,181.88,0.3,0.21,58.84,Medium
74.0,227.0,130.0,141.96,0.73,0.59,170.19,Medium
80.0,152.0,120.0,153.33,0.31,0.45,126.82,Medium
241.0,222.0,145.0,48.13,0.77,0.76,218.9,Good
123.0,6.0,145.0,290.5,0.92,0.3,56.83,Medium
47.0,47.0,,,,,,
141.0,68.0,205.0,271.97,0.58,0.54,105.44,Good
196.0,234.0,204.0,132.63,0.47,0.84,219.22,Good
228.0,40.0,5.0,9.42,0.96,0.46,92.22,Bad
226.0,49.0,190.0,312.2,0.75,0.54,118.0,Medium
183.0,151.0,34.0,47.11,0.69,0.43,147.23,Medium
236.0,108.0,129.0,350.16,0.77,0.67,148.67,Bad
225.0,126.0,75.0,20.4,0.71,0.59,149.79,Bad
188.0,63.0,198.0,295.56,0.54,0.51,115.76,Good
128.0,242.0,97.0,107.17,0.85,0.66,191.38,Medium
11.0,50.0,,,,,,
31.0,55.0,241.0,233.14,0.88,0.53,69.03,Good
98.0,189.0,227.0,197.67,0.7,0.64,166.12,Good
155.0,186.0,63.0,75.12,0.49,0.49,162.71,Medium
49.0,5.0,125.0,262.0,0.92,0.25,31.84,Medium
166.0,231.0,118.0,94.51,0.7,0.68,198.68,Medium
87.0,1.0,13.0,351.63,0.98,0.17,28.08,Medium
247.0,238.0,219.0,40.71,0.64,0.91,238.52,Good
26.0,232.0,31.0,121.46,0.82,0.51,147.49,Medium
188.0,66.0,40.0,10.54,0.65,0.45,99.51,Bad
149.0,47.0,113.0,321.18,0.52,0.38,85.02,Medium
98.0,0.0,215.0,267.35,1.0,0.42,53.81,Good
249.0,173.0,136.0,19.65,0.9,0.75,191.51,Bad
96.0,30.0,33.0,357.27,0.52,0.25,50.08,Bad
173.0,17.0,6.0,3.95,0.93,0.35,62.39,Bad
87.0,210.0,33.0,101.69,0.73,0.48,153.04,Medium
247.0,131.0,248.0,299.49,0.89,0.74,179.02,Good
128.0,244.0,48.0,95.51,0.9,0.57,186.97,Medium
226.0,188.0,112.0,40.0,0.66,0.66,190.7,Medium
204.0,97.0,126.0,343.74,0.51,0.59,132.3,Bad
226.0,251.0,9.0,66.2,0.97,0.51,215.94,Medium
23.0,79.0,32.0,129.64,0.55,0.2,56.9,Medium
180.0,146.0,152.0,349.41,0.18,0.64,156.85,Bad
214.0,208.0,240.0,251.25,0.52,0.88,213.44,Good
73.0,241.0,180.0,158.21,0.86,0.62,183.81,Medium
,243.0,72.0,,,,,
122.0,188.0,155.0,150.0,0.33,0.61,164.5,Medium
110.0,41.0,165.0,273.39,0.6,0.4,75.77,Medium
0.0,178.0,100.0,153.71,1.0,0.35,115.89,Medium
76.0,131.0,214.0,216.09,0.63,0.57,124.02,Good
190.0,57.0,24.0,11.93,0.78,0.42,93.0,Bad
229.0,187.0,124.0,36.0,0.67,0.69,192.38,Medium
107.0,153.0,247.0,220.29,0.9,0.69,149.96,Good
99.0,171.0,3.0,85.71,0.97,0.34,130.32,Medium
26.0,107.0,54.0,140.74,0.61,0.26,76.74,Medium
17.0,207.0,169.0,168.0,0.85,0.44,145.86,Medium
32.0,22.0,104.0,247.32,0.65,0.25,34.34,Medium
177.0,112.0,158.0,317.54,0.29,0.57,136.68,Medium
65.0,,29.0,,,,,
4.0,93.0,118.0,193.16,0.93,0.24,69.24,Medium
62.0,212.0,90.0,131.2,0.64,0.54,153.24,Medium
33.0,139.0,67.0,139.25,0.62,0.34,99.1,Medium
104.0,127.0,42.0,76.24,0.5,0.33,110.43,Medium
90.0,229.0,189.0,162.73,0.73,0.63,182.88,Medium
85.0,18.0,240.0,258.11,0.88,0.51,63.34,Good
215.0,143.0,,,,,,
126.0,124.0,145.0,245.71,0.09,0.53,126.99,Good
64.0,86.0,252.0,232.98,0.97,0.62,98.35,Good
61.0,247.0,,,,,,
,145.0,13.0,,,,,
156.0,121.0,41.0,41.74,0.58,0.39,122.34,Medium
51.0,4.0,56.0,294.23,0.87,0.12,23.98,Bad
233.0,89.0,90.0,359.58,0.77,0.63,132.17,Bad
76.0,51.0,80.0,291.72,0.22,0.26,61.78,Medium
105.0,114.0,67.0,71.49,0.26,0.35,105.95,Medium
,236.0,175.0,,,,,
49.0,76.0,168.0,226.39,0.55,0.43,78.41,Good
65.0,,8.0,,,,,
185.0,116.0,179.0,305.22,0.33,0.59,143.81,Medium
193.0,225.0,43.0,70.55,0.75,0.53,194.68,Medium
101.0,98.0,112.0,252.86,0.07,0.41,100.49,Good
73.0,63.0,21.0,48.46,0.55,0.18,61.2,Medium
79.0,47.0,225.0,250.79,0.75,0.53,76.86,Good
14.0,15.0,23.0,233.33,0.24,0.07,15.61,Bad
55.0,143.0,107.0,155.45,0.44,0.39,112.58,Medium
92.0,224.0,249.0,189.55,0.93,0.67,187.38,Good
87.0,224.0,35.0,103.49,0.75,0.51,161.49,Medium
178.0,19.0,123.0,320.75,0.81,0.39,78.4,Medium
205.0,170.0,157.0,16.25,0.32,0.71,178.98,Bad
180.0,3.0,26.0,352.2,0.97,0.36,58.55,Bad
136.0,222.0,154.0,132.56,0.57,0.7,188.53,Medium
116.0,110.0,241.0,242.75,0.82,0.69,126.73,Good
210.0,52.0,184.0,309.87,0.64,0.51,114.29,Medium
168.0,156.0,97.0,49.86,0.29,0.52,152.86,Medium
31.0,196.0,208.0,184.07,0.74,0.47,148.03,Good
16.0,179.0,178.0,179.63,0.84,0.38,130.15,Medium
201.0,59.0,254.0,283.69,0.99,0.61,123.69,Good
,66.0,112.0,,,,,
152.0,98.0,211.0,268.67,0.56,0.61,127.03,Good
103.0,123.0,100.0,112.17,0.1,0.44,114.4,Medium
84.0,90.0,68.0,76.36,0.14,0.31,85.7,Medium
62.0,111.0,202.0,219.0,0.57,0.52,106.72,Good
161.0,88.0,92.0,356.71,0.29,0.49,110.28,Bad
205.0,45.0,106.0,337.12,0.64,0.49,99.79,Bad
61.0,,251.0,,,,,
248.0,137.0,220.0,315.14,0.89,0.75,179.65,Medium
194.0,91.0,230.0,284.46,0.74,0.63,137.64,Good
166.0,66.0,150.0,309.6,0.43,0.45,105.48,Medium
28.0,253.0,58.0,128.0,0.98,0.55,163.49,Medium
169.0,53.0,24.0,12.0,0.75,0.38,84.38,Bad
28.0,195.0,79.0,138.32,0.75,0.44,131.84,Medium
193.0,41.0,240.0,285.83,0.87,0.55,109.13,Good
56.0,28.0,8.0,25.0,0.75,0.13,34.09,Bad
69.0,19.0,208.0,255.87,0.83,0.45,55.5,Good
129.0,250.0,210.0,160.17,0.92,0.74,209.26,Medium
,18.0,121.0,,,,,
143.0,41.0,124.0,311.18,0.55,0.36,80.96,Medium
240.0,24.0,253.0,296.59,0.98,0.54,114.69,Good
242.0,111.0,28.0,23.27,0.89,0.53,140.71,Bad
167.0,130.0,209.0,268.1,0.46,0.66,150.07,Good
38.0,242.0,188.0,164.12,0.89,0.55,174.85,Medium
225.0,109.0,27.0,24.85,0.79,0.49,134.34,Bad
7.0,176.0,197.0,186.63,0.93,0.4,127.86,Medium
105.0,156.0,180.0,199.2,0.33,0.56,143.49,Good
71.0,169.0,150.0,168.37,0.41,0.47,137.53,Medium
250.0,10.0,208.0,310.5,0.96,0.51,104.33,Medium
9.0,243.0,161.0,158.97,0.93,0.49,163.69,Medium
117.0,247.0,118.0,120.46,0.89,0.71,193.42,Medium
